ID,Des,NPC,Title,AntecedentQuest,OutPutText,Choice1,Choice1Event,Choice2,Choice2Event,Choice3ConditionMBTI,Choice3ConditionValue,Choice3,Choice3Event
30_2_0_072_2_0,데키우스의 주접5_선택지2,데키우스,원룸에 사는 남자,0,안 괜찮아...\\n손이 너무 아프고#\\n우리 집도 원룸이 되어 버렸어...\\n네가 너무 귀여워서 벽을 쳤거든★\\n널 보는 내 심장도 아파#\\n책# 임# 져★,<확인>,32_2_022\\n0,0,0,0,0.0,0,0
30_2_0_072_3_0,데키우스의 주접5_선택지3,데키우스,감동받은 남자,0,너 정말... 착하기까지...\\n성은이 망극이야...\\n네가 너무 귀여워서 벽을 부쉈다는 말을 하려고\\n아프다고 한 거야.\\n고마워.\\n착하고 아름다운 너에게 선물을 줄게.,<확인>,32_2_021\\n0,0,0,0,0.0,0,0
30_2_0_023_0_0,트레갈 카드점,트레갈,점쟁이,0,안녕하세요#\\n카드점에 대해 어떻게 생각하시나요?,좋아하지,30_2_0_023_1_0\\n32_4_003,안 믿어,30_2_0_023_2_0\\n32_4_004,0,0.0,0,0
30_2_0_023_1_0,트레갈 카드점_선택지1,트레갈,점쟁이,0,카드점 결과#\\n오늘 당신에게 좋은 운이 들어왔다는 것을 알 수 있지요..,금전운?,30_2_0_023_1_1\\n32_4_006,연애운?,30_2_0_023_1_2\\n32_4_005,0,0.0,0,0
30_2_0_023_1_1,트레갈 카드점_선택지1_파생1,트레갈,점쟁이,0,그렇습니다.\\n정확하다는 것은 제가 골드를 드림으로써 인증되지요.,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_023_1_2,트레갈 카드점_선택지1_파생2,트레갈,점쟁이,0,외로우시군요...\\n안타깝지만 금전운이 좋다고 나오지요...\\n정확하다는 것은 제가 골드를 드림으로써 인증되지요.,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_023_2_0,트레갈 카드점_선택지2,트레갈,점쟁이,0,그렇군요.\\n그럼 지나가시지요..,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_025_0_0,트레갈 카드점2,트레갈,점쟁이,0,안녕하세요# 점 한번 보시지요.,좋아,30_2_0_025_1_0\\n32_4_003,싫어,30_2_0_025_2_0\\n32_4_004,0,0.0,0,0
30_2_0_025_1_0,트레갈 카드점2_선택지1,트레갈,점쟁이,0,자# 당신의 눈앞에 벌레가 있다고 생각해 보시지요.\\n몇 마리가 있는지 생각해 보시지요.,(생각해봤다),30_2_0_025_1_1,(무시한다),30_2_0_025_1_2,0,0.0,0,0
30_2_0_025_1_1,트레갈 카드점2_선택지1_파생1,트레갈,점쟁이,0,몇 마리가 있다고 생각하셨나요?\\n그건 당신을 화나게 하는 존재의 수..\\n힘 내시라고 이걸 드리지요...\\n행운이 가득하길...,<확인>,32_2_004\\n0,0,0,0,0.0,0,0
30_2_0_025_2_0,트레갈 카드점2_선택지2,트레갈,쿨한 점쟁이,0,안녕하가시지요.,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_026_0_0,트레갈 카드점3,트레갈,점쟁이,0,알고 싶은 게 있지 않나요?,알고싶다,30_2_0_026_1_0\\n32_4_003,안 궁금하다,30_2_0_026_2_0\\n32_4_004,0,0.0,0,0
30_2_0_026_1_0,트레갈 카드점3_선택지1,트레갈,점쟁이,0,정글을 지나가는데 갑자기 동물이 나왔지요.\\n어떤 동물일지 생각해 보시지요,(생각해봤다),30_2_0_026_1_1,(무시한다),\\n0,0,0.0,0,0
30_2_0_026_1_1,트레갈 카드점3_선택지1_파생1,트레갈,점쟁이,0,생각하신 동물은..\\n다른 사람들이 당신을 보는 모습이지요.\\n이것은... 참가비이지요...,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_026_2_0,트레갈 카드점3_선택지2,트레갈,쿨한 점쟁이,0,안녕히 가시지요.,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_027_0_0,트레갈 카드점4,트레갈,점쟁이,0,안녕하세요#\\n우울해서 심리 테스트를 해드리고 싶군요..,심리 테스트?,30_2_0_027_1_0\\n32_4_006,왜 우울해?,30_2_0_027_2_0\\n32_4_005,0,0.0,0,0
30_2_0_027_1_0,트레갈 카드점4_선택지1,트레갈,점쟁이,0,의자에 앉아 다리를 꼬려고 한다면#\\n어느 쪽 다리를 위로 올리시나요?,오른쪽 다리,30_2_0_027_1_1,왼쪽 다리,30_2_0_027_1_2,0,0.0,0,0
30_2_0_027_1_1,트레갈 카드점4_선택지1_파생1,트레갈,점쟁이,0,당신은 사람을 볼 때 성격을 보시는군요...,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_027_1_2,트레갈 카드점4_선택지1_파생2,트레갈,점쟁이,0,당신은 사람을 볼 때 외모를 보시는군요...,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_027_2_0,트레갈 카드점4_선택지2,트레갈,우울한 점쟁이,0,손님이 없지요...\\n당신이 손님이 되어 주시지요...\\n의자에 앉아 다리를 꼬려고 한다면#\\n어느 쪽 다리를 위로 올리시나요?,오른쪽 다리,30_2_0_027_2_1,왼쪽 다리,30_2_0_027_2_2,0,0.0,0,0
30_2_0_027_2_1,트레갈 카드점4_선택지2_파생1,트레갈,점쟁이,0,당신은 사람을 볼 때 성격을 보시는군요...,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_027_2_2,트레갈 카드점4_선택지2_파생2,트레갈,점쟁이,0,당신은 사람을 볼 때 외모를 보시는군요...,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_028_0_0,트레갈 카드점5,트레갈,점쟁이,0,안녕하시지요#\\n저는 점쟁이...\\n당신이 올 것을 알고 있었지요...,점쟁이?,30_2_0_028_1_0,(무시한다),\\n0,0,0.0,0,0
30_2_0_028_1_0,트레갈 카드점5_선택지1,트레갈,점쟁이,0,그렇지요...\\n앗# 무언가 당신을 스쳐갔군요?\\n그것이 무엇일지 생각해 보시지요...,(생각해봤다),30_2_0_028_1_1\\n32_4_003,(무시한다),32_4_004\\n0,0,0.0,0,0
30_2_0_028_1_1,트레갈 카드점5_선택지1_파생1,트레갈,점쟁이,0,당신이 생각한 그것은..\\n당신의 전생이지요..\\n당신의 전생을 위해 이것을 드리지요.,<확인>,32_2_005\\n0,0,0,0,0.0,0,0
30_2_0_029_0_0,게으른 투티스1,투티스,살아있다,0,......,왜 누워있어?,30_2_0_029_1_0,(무시한다),\\n0,0,0.0,0,0
30_2_0_029_1_0,게으른 투티스1_선택지1,투티스,살아있다,0,아# 그냥.,힘든 일 있어?,30_2_0_029_1_1\\n32_4_005,왜?,30_2_0_029_1_2\\n32_4_006,0,0.0,0,0
30_2_0_029_1_1,게으른 투티스1_선택지1_파생1,투티스,살아있다,0,아니# 없어.\\n아무것도 하고 싶지 않아.\\n좀 조용히 누워있게 가.,왜?,30_2_0_029_1_3\\n32_4_006,0,0,0,0.0,0,0
30_2_0_029_1_2,게으른 투티스1_선택지1_파생2,투티스,살아있다,0,모두가 잠들었는데..\\n왜 나만 잠들지 않았지?\\n나 혼자 미쳐버리지도 않았어.\\n그래서 더 미칠 것 같지.\\n이만 가..,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_030_0_0,게으른 투티스2,투티스,살아있다,0,....\\n야,응?,30_2_0_030_1_0,(무시한다),\\n0,0,0.0,0,0
30_2_0_030_1_0,게으른 투티스2_선택지1,투티스,살아있다,0,넌 드림스토커를 없앨 거냐?,응,30_2_0_030_1_1,잘 모르겠어,30_2_0_030_1_2,0,0.0,0,0
30_2_0_030_1_1,게으른 투티스2_선택지1_파생1,투티스,살아있다,0,그래# 제대로 해서 이 행성을 원래대로 돌려놔.\\n이건 너 써.,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_030_1_2,게으른 투티스2_선택지1_파생2,투티스,살아있다,0,그래# 어차피 망한 것 같다.\\n이건 너 가져.,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_030_2_0,게으른 투티스2_선택지2,투티스,살아있다,0,어차피 귀찮았어.,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_031_0_0,게으른 투티스3,투티스,심심하다,0,야# 그거 알아?,뭔데?,30_2_0_031_1_0,(무시한다),\\n0,0,0.0,0,0
30_2_0_031_1_0,게으른 투티스3_선택지1,투티스,심심하다,0,안드레아스는 왕이었어.\\n근데 행성이 망했네?\\n뭐든 어찌 될지 모르는 게 삶이야.\\n그래도 안드레아스는 행성을 되돌리려고 하고 있지..,너는?,30_2_0_031_1_1,행성이 어땠는데?,30_2_0_031_1_2,0,0.0,0,0
30_2_0_031_1_1,게으른 투티스3_선택지1_파생1,투티스,심심하다,0,난 그냥 평범했어.\\n근데 왜 잠들지 않았는지..\\n잠들지 않는다면 모두가 미쳐버리던데#\\n나는 그대로야.\\n졸리다# 이거 받고 가라.,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_031_1_2,게으른 투티스3_선택지1_파생2,투티스,심심하다,0,평화로웠지.\\n슬라임들이 뛰어다니고..\\n...졸려.\\n이거 받고 가라.,<확인>,32_1_023\\n0,0,0,0,0.0,0,0
30_2_0_032_0_0,게으른 투티스4,투티스,심심하다,0,야# 심심한데 나랑 내기하자.,그래,30_2_0_032_1_0\\n32_4_007,(무시한다),30_2_0_032_2_0,0,0.0,0,0
30_2_0_032_1_0,게으른 투티스4_선택지1,투티스,심심하다,0,오른손 왼손?,오른손,30_2_0_032_1_1,왼손,30_2_0_032_1_2,0,0.0,0,0
30_2_0_032_1_1,게으른 투티스4_선택지1_파생1,투티스,심심하다,0,가져.,<확인>,32_1_035\\n0,0,0,0,0.0,0,0
30_2_0_032_1_2,게으른 투티스4_선택지1_파생2,투티스,심심하다,0,가져.,<확인>,32_1_036\\n0,0,0,0,0.0,0,0
30_2_0_032_2_0,게으른 투티스4_선택지2,투티스,심심하다,0,재미없네.,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_033_0_0,게으른 투티스5,투티스,심심하다,0,심심해,같이 돌아다닐래?,30_2_0_033_1_0,잠이라도 자,30_2_0_033_2_0,0,0.0,0,0
30_2_0_033_1_0,게으른 투티스5_선택지1,투티스,심심하다,0,굳이?,심심하다며..,30_2_0_033_1_1,(무시한다),32_4_004\\n0,T,49.9,(한대 때려준다),30_2_0_033_1_3
30_2_0_033_1_1,게으른 투티스5_선택지1_파생1,투티스,심심하다,0,그렇지.\\n내기할래?\\n왼손 오른손?,왼손,30_2_0_033_1_2,오른손,30_2_0_033_1_4,0,0.0,0,0
30_2_0_033_1_2,게으른 투티스5_선택지1_파생2,투티스,심심하다,0,가져.,<확인>,32_1_035\\n0,0,0,0,0.0,0,0
30_2_0_033_1_3,게으른 투티스5_선택지1_파생3,투티스,화났다,0,다음부턴 그러지 마.\\n이건 경고야.,<확인>,32_3_002\\n0,0,0,0,0.0,0,0
30_2_0_033_1_4,게으른 투티스5_선택지1_파생4,투티스,심심하다,0,가져.,<확인>,32_1_036\\n0,0,0,0,0.0,0,0
30_2_0_033_2_0,게으른 투티스5_선택지2,투티스,잔다,0,zzZZ..,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_074_0,덴트_거부할 수 없는 제안,덴트,동전을 매만지는,0,탐험자# 그대에게 거부할 수 없는 제안을 하나 하지.\\n자네의 생명과 돈을 바꾸어주겠네.,<생명과 돈을 교환한다>,30_2_0_074_1\\n32_2_029,<무시한다>,30_2_0_074_2,0,0.0,0,0
30_2_0_074_1,덴트_거부할 수 없는 제안_1,덴트,동전을 매만지는,0,희생으로 얻는 것은 그렇지 않은 것보다 더 가치있는 법이지.\\n다시 한 번 교환하겠나?,<교환한다>,30_2_0_074_1\\n32_2_029,<그만둔다>,30_2_0_074_2,0,0.0,0,0
30_2_0_074_2,덴트_거부할 수 없는 제안_2,덴트,동전을 매만지는,0,희생 없이는 아무 것도 얻을 수 없는 법…\\n그대의 여정에 큰 고난이 있기를.,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_004_0,색투스_강화_1,색투스,드릴에 관심을 보이는,0,거기 잠깐!\\n너# 다리에 아주 훌륭한 드릴을 가지고 있구나.\\n어때? 그 드릴을 더욱 훌륭하게 만들어보지 않을래?,좋아...(드릴을 꺼낸다.),30_2_0_004_1,뭐?,30_2_0_004_2\\n32_4_004,0,0.0,0,0
30_2_0_004_1,색투스_강화_1_1,색투스,드릴에 관심을 보이는,0,좋아... 너의 그 드릴을 나의 이 특제 강화 기계로 더욱 훌륭하게 만들어줄게...,아주 좋아...,32_3_008\\n32_3_009\\n32_4_011\\n0,잠깐... 그거 뭐하는 기계야?,30_2_0_004_1_1\\n32_4_004,0,0.0,0,0
30_2_0_004_1_1,색투스_강화_1_1_2,색투스,드릴에 관심을 보이는,0,물론# 드릴을 더욱 크고 매끄럽고 아름답게 만들어 주는 기계지...\\n성공하면 일반적인 강화보다 더욱 훌륭해 질 거야.,그래? 한번 해볼까?,32_3_008\\n32_3_009\\n32_4_010\\n0,성공하면? 실패할 수 있다는 소리야?,30_2_0_004_1_2\\n32_4_004,0,0.0,0,0
30_2_0_004_1_2,색투스_강화_1_1_2_2,색투스,드릴에 관심을 보이는,0,걱정하지마# 성공한다면 그것을 메꿀만큼 훌륭한 드릴으로 재탄생 할 거라구.,좋아! 한번 해보자!,32_3_008\\n32_3_009\\n32_4_003\\n0,실패하면 어떻게 되는거야?,30_2_0_004_1_3\\n32_4_004,0,0.0,0,0
30_2_0_004_1_3,색투스_강화_1_1_2_2_2,색투스,드릴에 관심을 보이는,0,여태까지 강화한 모든 수치가 사라지는 끔찍한 일이 벌어질 거야...,그래도 상관 없어. 가즈아!!,32_3_008\\n32_3_009\\n32_4_011\\n0,아니# 미안하지만 사양할게.,30_2_0_004_1_4\\n32_4_004,0,0.0,0,0
30_2_0_004_1_4,색투스_강화_1_1_2_2_2_2,색투스,드릴에 관심을 보이는,0,정말 아쉽구나...,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_004_2,색투스_강화_1_2,색투스,드릴에 관심을 보이는,0,그 드릴... 정말 훌륭하네\\n어때? 드릴을 더욱 훌륭하게 만들어보지 않을래?\\n나의 이 특제 강화 기계를 사용 하면 쉬운 일이지!,그래? 한번 해볼까?,32_3_008\\n32_3_009\\n32_4_010\\n0,잠깐... 그거 뭐하는 기계야?,30_2_0_004_2_2\\n32_4_004,0,0.0,0,0
30_2_0_004_2_2,색투스_강화_1_2_2,색투스,드릴에 관심을 보이는,0,물론# 드릴을 더욱 크고 매끄럽고 아름답게 만들어 주는 기계지...\\n성공하면 일반적인 강화보다 더욱 훌륭해 질거야,좋아! 한번 해보자!,32_3_008\\n32_3_009\\n32_4_003\\n0,실패하면 어떻게 되는거야?,30_2_0_004_2_3\\n32_4_004,0,0.0,0,0
30_2_0_004_2_3,색투스_강화_1_2_2_2,색투스,드릴에 관심을 보이는,0,여태까지 강화한 모든 수치가 사라지는 끔찍한 일이 벌어질 거야...,그래도 상관 없어. 가즈아!!,32_3_008\\n32_3_009\\n32_4_011\\n0,아니# 미안하지만 사양할게.,30_2_0_004_2_4\\n32_4_004,0,0.0,0,0
30_2_0_004_2_4,색투스_강화_1_2_2_2_2,색투스,드릴에 관심을 보이는,0,정말 아쉽구나...,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_068_0,색투스_피로회복,색투스,드릴을 응시하는,0,오우~ 거기# 당신.\\n조금 피곤해 보이네?,누구# 저요?,30_2_0_068_1_0,0,0,0,0.0,0,0
30_2_0_068_1_0,색투스_피로회복_1,색투스,드릴을 응시하는,0,그래... 당신...\\n다리에 그렇게 훌륭한 드릴을 달고 다니면 피곤할 수 밖에...\\n어때? 원한다면 내가 그 피로를 풀어줄게…,그럼 부탁할게.,30_2_0_068_1_1,아니# 거절할게.,30_2_0_068_2,0,0.0,0,0
30_2_0_068_1_1,색투스_피로회복_1_1,색투스,드릴을 응시하는,0,자# 여기 누워봐...\\n그래# 착하지... 시작할게...\\n자# 어깨 이 부분을 누르면 어때?,최고야...,30_2_0_068_1_2,0,0,0,0.0,0,0
30_2_0_068_1_2,색투스_피로회복_1_1_1,색투스,드릴을 응시하는,0,여기도 기분 좋지...?\\n그나저나... 정말 봐도봐도 훌륭한 드릴이야...\\n내가 잠시 만져봐도 괜찮을까...?,물론이야...,30_2_0_068_1_3,0,0,0,0.0,0,0
30_2_0_068_1_3,색투스_피로회복_1_1_1_1,색투스,드릴을 음미하는,0,정말 훌륭한 드릴이야...\\n이 날카로운 회전날...이음새...\\n 아름다워...,살살 만져달라구.,30_2_0_068_1_4,0,0,0,0.0,0,0
30_2_0_068_1_4,색투스_피로회복_1_1_1_1_1,색투스,드릴을 음미하는,0,차갑지만 따듯함이 느껴지는...\\n 정말이지 자상한 드릴이구나...,이봐# 그만 만지고 하던거 마저하지?,30_2_0_068_1_5,0,0,0,0.0,0,0
30_2_0_068_1_5,색투스_피로회복_1_1_1_1_1_1,색투스,드릴을 응시하는,0,어머# 내 정신좀 봐.\\n정말 훌륭한 드릴이라 그만 정신을 빼앗기고 말았네.\\n자# 마저 하던거 해줄게.,좋아... 아주 좋아...,32_3_025\\n0,0,0,0,0.0,0,0
30_2_0_068_2,색투스_피로회복_거절,색투스,드릴을 응시하는,0,그래...? 정말 아쉽네... 쩝...,<확인>,\\n0,0,0,0,0.0,0,0
30_2_0_070_0,색투스_선물,색투스,드릴에 흥미를 보이는,0,당신# 잠깐만 기다려 봐.,뭐죠?,30_2_0_070_1_0,0,0,0,0.0,0,0
30_2_0_070_1_0,색투스_선물_1,색투스,드릴에 흥미를 보이는,0,정말# 매력적인 드릴이야...\\n겉으로만 봐도 아주 훌륭한 드릴이라는걸 알 수 있겠어...\\n좋은 드릴을 보여준 보답이야.\\n받아.,내것이 훌륭하긴 해. 고마워.,32_2_023\\n0,0,0,0,0.0,0,0
30_3_2_001,2층 보스와의 조우_1회차 대사,드라,꿈을 기록하는 추종자,31_1_1_002,어서 와라 멍청한 녀석!\\n네가 이곳에 도착한 것부터가 멍청한 짓이었던 걸 깨닫게 해주지!\\n나는 이 환영 속에서 너와 싸운 기억을 그분께 바칠 것이다!\\n어차피 져도 진 것이 아니고 고통도 없으니 얼마든지 상대해 줄게!\\n너무 아파서 포기하고 싶으면 언제든 말해!\\n너 역시 나처럼 그분께 충성을 맹세하고# 여러 가지 탐험의 기억들을 바치면...\\n그래# 어쩌면 살려주실지도 모르지!\\n어디 한번 살려달라고 빌어봐!,<확인>,31_2_2_002\\n0,0,0,0,0.0,0,0
30_3_2_002,2층 보스와의 조우 2회차 대사,드라,패배가 두려운 나태의 왕,31_1_1_007,뭐# 어# 어떻게 된 거야!\\n 환영에서 벗어나다니..\\n 어# 어차피 후회하게 될 거야.\\n 우리 드림스토커는 패배한 적이 없지!\\n 나는 드림스토커의 나태의 왕!!!\\n 그래... 패배해선 안돼...\\n 마# 맞아! 저번은 꿈속이었으니까\\n 귀찮아서 대충 상대했을 뿐이야!\\n 널 이기고 승리의 기억을 바치겠어!,<확인>,31_2_2_007\\n0,0,0,0,0.0,0,0
30_3_2_003,2층 보스와의 조우 3회차 대사,드라,패배를 숨기는 나태의 왕,31_1_1_012,멍청한 자식.. 또 온 거야?\\n 너한테 맞은 곳이 아직도 아파!\\n 이상한 소리와 이상한 기억이..\\n 왜# 왜 자꾸 나를 귀찮게 하는 거야.\\n 난 아직 회복하지 못했다고\\n이 비겁한 자식!\\n 너에게 졌다는 사실이 알려진다면#\\n 드뷔시님의 총애가 사라질 거야...\\n 네가 내려가는 것을 보고만 있을 순 없단 말이야!!\\n 이번에야말로!!\\n 나태의 왕의 이름에 걸맞은 힘을 보여줄게!!,<확인>,31_2_2_012\\n0,0,0,0,0.0,0,0
30_3_2_004,2층 보스와의 조우 4회차 대사,드라,스스로 기억을 바친 추종자,31_1_1_017,누구냐! 내 잠을 방해하다니...\\n 기억을 죄다 바쳐서 피곤하다고...\\n 아하# 네가 바로 그 탐험 가군!\\n 날 알아?\\n ...날 이겼다고?\\n 그럴 리가...\\n 멍청한 녀석# 환영에 당했구나?\\n기억을 뺏겼다거나?\\n 기억을 잃고도 너의 주제를 모르다니!\\n 멍청한 녀석# 너를 해치우고 승리의 기억을 바치겠어!,<확인>,31_2_2_017\\n0,0,0,0,0.0,0,0
30_3_2_005,2층 보스와의 조우 5회차 대사,드라,혼란스러운 패자,31_1_1_022,기억이... 이상해... 머리가...\\n 너는? 이런# 또 왔구나.\\n 너랑 싸운 뒤에 내 머리가 고장 난 느낌이야!\\n 머리가 너무 아프고 멸망하는 행성이 보여...\\n 비명소리와 고통 속에 죽어가는...\\n 나는# 나는...\\n...\\n......\\n 오늘은 제발 그냥 가줘.\\n 더 이상 기억하고 싶지 않아..\\n 나는 드림스토커..? 왜..?\\n 그야 전 우주에서 가장 강하니까!\\n 강한 자를 추종하는 건 당연한 일이야!\\n나 역시 강하다!\\n 강하다...?\\n 아니야... 다 죽었어... 멸망...\\n 아니야....\\n 아니#\\n 아니야.... \\n 아니야. 아니야. 아니야. 아니야. 아니야. 아니야. 아니야. 아니야. 아니야!!!\\n 그럴 리 없어!\\n 난 강해! 강하다고!\\n 그래# 너를 이기고 내 노예로 삼겠어!\\n내 강함의 증거가 되어라!,<확인>,31_2_2_023\\n0,0,0,0,0.0,0,0
30_3_2_006,2층 보스와의 조우 6회차 대사,드라,기억을 뺏긴 마지막 생존자,31_1_1_027,나는 드림스토커가 아니야..\\n그들이 무너뜨린 별의 마지막 생존자일 뿐이지.\\n더는 내 고향에 대한 기억이 나질 않아...\\n내 가족… 친구... 모두 드뷔시가...\\n그것도 모르고 나는!\\n너# 내가 우스워?\\n너 역시 같은 처지일 텐데!\\n정의냐 삶이냐 무게를 재보면 당연히 사는 게 우선 아니야?\\n...왜 그런 눈빛이지?\\n쳐다보지 마! 죽어버려!,<확인>,31_2_2_027\\n0,0,0,0,0.0,0,0
30_3_2_007,2층 보스와의 조우 7회차 대사,드라,기억을 찾아가는 마지막 생존자,31_1_1_032,이 행성도 내가 있던 행성처럼 곧 멸망할 거야.\\n 레온이라고 알아?\\n 그는 이 행성에 살던 녀석이지만..\\n 드뷔시에게 복종하기로 하고 행성에 환영을 퍼트리고 있어.\\n 어떻게 그럴 수 있지? 경멸스러워!\\n 난 너만 믿을게!\\n 너라면 드림스토커를 물리칠 수 있어!\\n.....\\n 나는...\\n이 미 졌기 때문에 그에게 복종하고 있잖아..\\n 네가 그를 물리치고 드림스토커를 없애줘!\\n 드뷔시에게 배운 전투 방식을 직접 보여줄게.\\n이 전투에서 네가 배우고 드림스토커를 없애는 데 도움이 되도록!\\n 실전인 것처럼 싸우자!\\n 너의 힘을 스스로 증명해!,<확인>,31_2_2_032\\n0,0,0,0,0.0,0,0
30_3_2_008,2층 보스와의 조우 8회차 대사,드라,멸망에 동조한 선봉장,31_1_1_037,내가 마지막 생존자인 이유를...\\n 기억해 버렸어...\\n 나는 레온 같은 앞잡이였던 거야.\\n 내 고향의 멸망에 동조했지.\\n 하지만 어쩔 수 없잖아?\\n 너도 같은 선택을 할 거야\\n 강한 자에게 굴복하거나# 죽거나.\\n 둘 중 하나라면..\\n 아니# 아니! 이건 그냥 내 착각이야.\\n 기억이 뒤죽박죽이기 때문이겠지!\\n이 건 레온의 기억일 거야.\\n 레온… 박쥐같은 녀석.\\n 그래! 이건 다 너 때문이야!!\\n 네가 이 행성에 오고 나서 내 평화와 모든 것이..\\n다 네 탓이야. 네 탓이라고!\\n네 탓이야...\\n네 탓이야...\\n네 탓이야. 네 탓이야. 네 탓이야. 네 탓이야. 네 탓이야! 네 탓이야!!\\n... 널 없애고 편해지겠어.,<확인>,31_2_2_037\\n0,0,0,0,0.0,0,0
30_3_2_009,2층 보스와의 조우 9회차 대사,드라,기억을 버린 비겁한 추종자,31_1_1_042,너# 드뷔시님을 귀찮게 하는 그놈이구나?\\n 나는 드뷔시님께 기억을 바치기 위해 책을 읽고 꿈을 기록하는 일을 하지.\\n 너도 기억을 바치면 행복해질 거야.\\n 행복한 기억도 고통스러운 기억도 모두 가져가 주시거든.\\n 네가 바친 기억이 마음에 든다면#\\n 원하는 것을 환영으로 만들어 주시기도 하지.\\n 혹시 조이를 아니?\\n 그 여자도 기억을 바치고 환영과 사랑에 빠졌지.\\n 그래# 좋은 생각이 났다.\\n 너를 제압해서 강제로 너의 기억을 바치면#\\n 나를 더 예뻐해 주시겠지!,<확인>,31_2_2_042\\n0,0,0,0,0.0,0,0
30_3_2_010,2층 보스와의 조우 10회차 대사,드라,맹목적인 추종자,31_1_1_047,그래 너구나!\\n 어제 기억을 바치러 갔다가\\n 너에 대한 이야기를 들었지.\\n 아주 귀찮은 존재가 찾아올 거라고..\\n 나의 주인# 나의 기쁨# 나의 신# \\n 드뷔시님께 말이야!\\n 귀찮지만#\\n 네가 드뷔시님께 가는 것을 보고만 있을 수 없지.,<확인>,31_2_2_047\\n0,0,0,0,0.0,0,0
30_3_2_011,2층 보스와의 조우 11회차 대사,드라,질투하는 추종자,31_1_1_052,넌...? 처음 보는데 왠지 마음에 들지 않네.\\n 그래# 너 드림스토커에 들어오라는 제안을 받았다며?\\n 그 제안# 내가 무효로 만들어 줄게.\\n 드뷔시님의 총애는 내 거야..\\n 널 없애면 더 인정받겠지?\\n 나태의 지옥을 보여줄게!,<확인>,31_2_2_052\\n0,0,0,0,0.0,0,0
30_3_2_012,2층 보스와의 조우 12회차 대사,드라,맹목적인 추종자,31_1_1_057,분명 처음 보는 것 같은데...\\n 어딘지 익숙한 느낌이 드는걸?\\n 어제 바친 기억에 네가 있는 건가?\\n 왜지? 널 보니.. 기분이 좋지 않아.\\n 널 쓰러트리고 드뷔시님께 다시 기억을 바치겠어!,<확인>,31_2_2_057\\n0,0,0,0,0.0,0,0
30_3_2_013,2층 보스와의 조우 13회차 대사,드라,기억을 바칠수 없는 추종자,31_1_1_062,드뷔시님이 더 이상 내 기억을 받지 않아.\\n 반복되는 패배의 기억은 필요 없다셔...\\n 난… 한 번밖에 지지 않았는데…\\n다 너 때문이야..\\n.........\\n 꼭 너를 이기고 기억을 바치겠어!,<확인>,31_2_2_062\\n0,0,0,0,0.0,0,0
30_3_2_014,2층 보스와의 조우 14회차 대사,드라,승리를 갈망하는 추종자,31_1_1_067,드뷔시님은 은하제국을 재건하고\\n 은하의 유일한 신이 되실 거야.\\n 그렇게 되면 더 이상 귀찮게 너를 상대하지 않아도 되겠지.\\n 그러기 위해선 승리의 기억이 필요해.\\n 오늘이야말로 내 손에 죽어버리렴..,<확인>,31_2_2_067\\n0,0,0,0,0.0,0,0
30_3_2_015,2층 보스와의 조우 15회차 대사,드라,의문을 품은 추종자,31_1_1_072,왜 계속 찾아오는 거지?\\n 대체 왜? 어째서?\\n 대체 넌 무엇을 위해서?\\n다 망해가는 이 행성을 위해?\\n 나는 오직 드림스토커를 위해!\\n 완벽한 드뷔시님을 위해!\\n 드뷔시님은 나의 신이야.\\n 신이 귀찮아하는 존재인 너를..\\n 없앨 거야..,<확인>,31_2_2_072\\n0,0,0,0,0.0,0,0
30_3_2_016,2층 보스와의 조우 16회차 대사,드라,총애를 잃은 추종자,31_1_1_077,결국 드뷔시님은 신이 될 거야.\\n 신 앞의 너는 그냥 작은 걸림돌일 뿐.\\n 신께서 더 이상 나를 찾지 않으시지만...\\n 결국 해답을 찾고 나를 다시 예뻐해 주실 거야.\\n 모든 것은 드뷔시님을 위하여...\\n 너의 힘을 조금이라도 소모시키겠어.\\n 죽어버린다면 더 좋지!,<확인>,31_2_2_077\\n0,0,0,0,0.0,0,0
